arCOG_name	locus_tag	E-value	score	arCOG_familiy	Gene_name	Description	HVO
arCOG04536	WP_004044416.1	1.1E-53	179.8	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_0507
arCOG04536	WP_013035219.1	1.3E-46	156.7	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_A0282
arCOG04536	WP_004043707.1	3E-60	201.2	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_1235
arCOG04536	WP_004041011.1	2.6E-46	155.7	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_B0145
arCOG04537	WP_004041299.1	6E-155	514.4	C	NuoF	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	HVO_B0236
arCOG04538	WP_004044681.1	1.8E-134	445.1	H	FolD	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	HVO_2865
arCOG04540	WP_004041142.1	9E-200	662.2	M	BetT	Choline-glycine betaine transporter	HVO_B0012
arCOG04540	WP_004041278.1	1.9E-199	661.1	M	BetT	Choline-glycine betaine transporter	HVO_B0260
arCOG04543	WP_004043438.1	7.2E-39	130.1	G	FruB	Phosphotransferase system HPr-related protein	HVO_1497
arCOG04543	WP_013035533.1	3.5E-30	102.2	G	FruB	Phosphotransferase system HPr-related protein	HVO_2101
arCOG04543	WP_004041421.1	1.9E-37	125.5	G	FruB	Phosphotransferase system HPr-related protein	HVO_1543
arCOG04544	WP_004042408.1	1.9E-29	100.2	S	-	Uncharacterized protein in acc operon	HVO_2472
arCOG04545	WP_004044724.1	4E-78	259.3	S	-	Uncharacterized protein	HVO_2907
arCOG04546	WP_004044690.1	1E-72	241.4	R	-	Acetyltransferase (GNAT) family	HVO_2874
arCOG04547	WP_004043930.1	4E-77	256.3	S	-	Uncharacterized membrane protein	HVO_1012
arCOG04548	WP_004045325.1	1.7E-48	163.9	C	-	Ferredoxin	HVO_0211
arCOG04548	WP_004042948.1	3E-50	169.7	C	-	Ferredoxin	HVO_2729
arCOG04549	WP_004043646.1	7.7E-64	212.9	G	-	Gluconate 2-dehydrogenase, subunit 3	HVO_1293
arCOG04550	WP_004043039.1	3.4E-44	147.2	S	-	Uncharacterized protein	HVO_2796
arCOG04551	WP_004043037.1	5.8E-89	296	S	-	Uncharacterized protein	HVO_2793
arCOG04552	WP_004042524.1	1.3E-93	310.6	I	FabG	Short-chain alcohol dehydrogenase	HVO_2529
arCOG04553	WP_004044068.1	0	2336.6	E	GltB	Glutamate synthase	HVO_0869
arCOG04554	WP_004044626.1	1.7E-60	200.6	K	tfx	Transcriptional regulator	HVO_0297
arCOG04556	WP_004043839.1	1.5E-137	455.3	E	DapD	Tetrahydrodipicolinate N-succinyltransferase	HVO_1099
arCOG04559	WP_004045282.1	1.7E-36	122.5	P	EmrE	Membrane transporter of cations and cationic drugs	HVO_0168
arCOG04560	WP_004042835.1	5.7E-44	146.6	O	IscA	Fe-S cluster assembly iron-binding protein IscA	HVO_2676
arCOG04561	WP_004042852.1	4E-27	92.2	R	-	Flavin-binding protein dodecin	HVO_2682
arCOG04563	WP_004042840.1	2.5E-33	113.4	S	-	Zn finger protein	HVO_2677
arCOG04564	WP_004042907.1	8.9E-135	446.9	S	-	Predicted membrane protein, DoxD family	HVO_2711
arCOG04565	WP_004041410.1	1E-119	396.7	S	-	Predicted membrane protein, DUF368 family	HVO_1532
arCOG04566	WP_004042743.1	1.8E-64	215.9	S	-	Uncharacterized protein	HVO_2630
arCOG04567	WP_013035391.1	1.7E-92	306.7	R	-	Metallo-beta-lactamase superfamily enzyme	HVO_1513
arCOG04568	WP_008093389.1	1.7E-38	128.4	S	-	Uncharacterized protein	HVO_1512
arCOG04569	WP_004043443.1	6.8E-64	212.6	S	-	Uncharacterized protein	HVO_1492
arCOG04570	WP_004043898.1	1.6E-73	244.1	S	-	Uncharacterized protein, DUF1684 family	HVO_1043
arCOG04570	WP_004042352.1	1.7E-82	273.3	S	-	Uncharacterized protein, DUF1684 family	HVO_2449
arCOG04571	WP_004043533.1	2.3E-61	203.9	S	-	Uncharacterized protein	HVO_1405
arCOG04572	WP_004041514.1	2.8E-133	441.6	S	-	Uncharacterized protein	HVO_1623
arCOG04573	WP_004041515.1	1.9E-86	288.7	S	-	Uncharacterized protein	HVO_1625
arCOG04575	WP_004063281.1	2.9E-28	96.9	S	-	Uncharacterized protein	HVO_1516
arCOG04576	WP_013035288.1	8.1E-28	93.8	S	-	Zn finger domain containing protein	HVO_1535
arCOG04577	WP_004041427.1	2.9E-63	210.1	S	-	Uncharacterized protein	HVO_1549
arCOG04578	WP_004043906.1	4.9E-62	206.6	S	-	Uncharacterized protein	HVO_1037
arCOG04579	WP_004043986.1	9.7E-87	288	S	-	Uncharacterized protein, DUF2071 family	HVO_0959
arCOG04580	WP_004043623.1	1.6E-206	684.6	J	Rsm22	Ribosomal protein RSM22 (predicted mitochondrial rRNA methylase)	HVO_1313
arCOG04581	WP_004043987.1	3E-54	180.8	S	-	Uncharacterized membrane protein	HVO_0958
arCOG04582	WP_004043635.1	1.8E-181	600.8	L	Dpo4/DinP	Family Y DNA polymerase	HVO_1302
arCOG04583	WP_004043911.1	1.1E-78	261.4	Q	-	SAM-dependent methyltransferase	HVO_1032
arCOG04584	WP_004043190.1	3.1E-116	385.8	S	-	Uncharacterized membrane protein	HVO_A0275
arCOG04584	WP_004041420.1	4.9E-131	434.5	S	-	Uncharacterized membrane protein	HVO_1542
arCOG04585	WP_013035543.1	1.2E-172	572.6	E	GlpB	Anaerobic glycerol-3-phosphate dehydrogenase	HVO_1539
arCOG04585	WP_004043185.1	5.9E-169	560.5	E	GlpB	Anaerobic glycerol-3-phosphate dehydrogenase	HVO_A0270
arCOG04586	WP_004043859.1	7.9E-165	545.4	E	CysH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	HVO_1079
arCOG04587	WP_004043858.1	8.7E-87	287.4	S	-	Uncharacterized protein	HVO_1080
arCOG04588	WP_004043551.1	1.7E-09	35.3	S	-	Uncharacterized protein	HVO_1388
arCOG04589	WP_004044214.1	2.7E-70	233.4	R	CinA	Uncharacterized protein (competence- and mitomycin-induced)	HVO_0723
arCOG04590	WP_004044215.1	4.4E-56	187.3	R	-	Membrane assocaited metal-dependent hydrolase	HVO_0722
arCOG04591	WP_004044098.1	3.1E-58	193.6	S	-	Uncharacterized membrane protein	HVO_0838
arCOG04592	WP_004044097.1	3.9E-34	114.4	S	-	Uncharacterized membrane protein	HVO_0839
arCOG04593	WP_004044096.1	1.9E-34	115.5	S	-	Uncharacterized membrane protein	HVO_0840
arCOG04594	WP_004044095.1	3.7E-120	398.1	C	QcrB	Cytochrome b subunit of the bc complex	HVO_0841
arCOG04595	WP_004042721.1	1.7E-124	412.4	C	QcrA	Rieske Fe-S protein	HVO_2620
arCOG04596	WP_004044093.1	4.5E-62	205.7	S	-	Uncharacterized membrane protein	HVO_0843
arCOG04597	WP_004044091.1	4.3E-107	355.5	S	-	Uncharacterized membrane protein	HVO_0845
arCOG04598	WP_004044090.1	2.5E-66	220.2	S	-	Uncharacterized membrane protein	HVO_0847
arCOG04599	WP_004043664.1	3.6E-97	323.1	S	-	Uncharacterized membrane protein	HVO_1274
arCOG04600	WP_004043662.1	2.5E-32	108.8	S	-	Zn finger domain containing protein	HVO_1276
arCOG04602	WP_004043795.1	2.9E-39	131.2	S	-	Uncharacterized protein	HVO_1142
arCOG04603	WP_004043489.1	2.8E-124	411.6	G	Fbp	Fructose-1,6-bisphosphatase	HVO_1446
arCOG04603	WP_004042014.1	1.1E-114	380.1	G	Fbp	Fructose-1,6-bisphosphatase	HVO_2131
arCOG04604	WP_004041602.1	3.3E-54	181.3	R	-	Lipid binding protein	HVO_1712
arCOG04605	WP_004042311.1	1.4E-68	228.6	R	-	Membrane assocaited metal-dependent hydrolase	HVO_2422
arCOG04606	WP_008578059.1	3.1E-28	95.7	S	-	Uncharacterized protein	HVO_2701
arCOG04607	WP_004043016.1	3.6E-143	474.1	E	-	Peptidase MA (zincin) superfamily, DUF2342 family	HVO_2770
arCOG04608	WP_004043614.1	7.8E-54	179.3	S	-	Uncharacterized protein	HVO_1324
arCOG04610	WP_004043463.1	4.6E-25	85.6	V	-	CopG-family DNA-binding protein	HVO_1472
arCOG04610	WP_004978002.1	2.5E-35	118.5	V	-	CopG-family DNA-binding protein	HVO_A0183
arCOG04611	WP_004043466.1	6.6E-257	851.7	H	MenD	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	HVO_1469
arCOG04612	WP_004043766.1	1.2E-96	320.5	S	-	Uncharacterized protein, DUF2100 family	HVO_1175
arCOG04613	WP_004041554.1	6.8E-41	136.7	K	-	Cyclin domain containing protein, homolog of TFIIB	HVO_1664
arCOG04614	WP_004043918.1	1.1E-58	194.6	R	-	OB-fold domain and Zn-ribbon containing protein, possible acyl-CoA-binding protein	HVO_1024
arCOG04614	WP_013035681.1	0.016	13.2	R	-	OB-fold domain and Zn-ribbon containing protein, possible acyl-CoA-binding protein	HVO_C0048
arCOG04615	WP_004041597.1	2.6E-257	853.5	M	ArnT	Glycosyltransferase of PMT family	HVO_1708
arCOG04616	WP_004041503.1	9.4E-34	113.4	S	-	Uncharacterized protein	HVO_1611
arCOG04619	WP_004043992.1	1.4E-126	420.3	S	-	Uncharacterized membrane protein, contains bPH2 (bacterial pleckstrin homology) domain	HVO_0953
arCOG04619	WP_004043676.1	5.8E-26	89	S	-	Uncharacterized membrane protein, contains bPH2 (bacterial pleckstrin homology) domain	HVO_1263
arCOG04619	WP_004041961.1	5.5E-17	59.5	S	-	Uncharacterized membrane protein, contains bPH2 (bacterial pleckstrin homology) domain	HVO_2078
arCOG04619	WP_004043675.1	2.1E-26	90.5	S	-	Uncharacterized membrane protein, contains bPH2 (bacterial pleckstrin homology) domain	HVO_1264
arCOG04622	WP_004043703.1	0.12	10	S	-	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain	---
arCOG04622	WP_004042084.1	0.00092	16.9	S	-	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain	HVO_2192
arCOG04622	WP_049914885.1	6.1E-64	212.5	S	-	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain	HVO_0954
arCOG04623	WP_004042118.1	3.3E-149	494.6	R	-	Predicted NAD/FAD-dependent oxidoreductase	HVO_2229
arCOG04623	WP_004041008.1	0.011	12.8	R	-	Predicted NAD/FAD-dependent oxidoreductase	HVO_B0149
arCOG04624	WP_004044710.1	6.4E-75	248.9	R	-	Multimeric flavodoxin WrbA	HVO_2892A
arCOG04625	WP_004044683.1	3.7E-81	270.2	S	-	Zn finger containing protein	HVO_2867
arCOG04626	WP_004044677.1	5.9E-104	345.5	S	-	Uncharacterized protein	HVO_2861
arCOG04628	WP_004044671.1	9.9E-71	234.3	R	-	Predicted metal-dependent hydrolase	HVO_2853
arCOG04630	WP_004044668.1	8E-49	162.9	S	-	Uncharacterized protein	HVO_2850
arCOG04631	WP_004044665.1	6.2E-208	688.7	S	-	Uncharacterized protein	HVO_2847
arCOG04632	WP_004044664.1	1.4E-296	983.1	R	SpoVR	Uncharacterized membrane protein, required for dehydratation of the spore core in B.subtilis	HVO_2846
arCOG04633	WP_004041546.1	1.8E-59	197.3	O	TrxA	Thiol-disulfide isomerase or thioredoxin	HVO_1655
arCOG04634	WP_004041286.1	3.4E-17	59.7	G	BglX	Bifunctional b-D-xylosidase/a-L-arabinosidase or related glycosidase	HVO_B0250
arCOG04634	WP_004041970.1	1.4E-233	774.8	G	BglX	Bifunctional b-D-xylosidase/a-L-arabinosidase or related glycosidase	HVO_2087
arCOG04634	WP_004041971.1	5.4E-231	766.3	G	BglX	Bifunctional b-D-xylosidase/a-L-arabinosidase or related glycosidase	HVO_2088
arCOG04635	WP_004044740.1	1.4E-42	141.7	S	-	Uncharacterized protein	HVO_2915
arCOG04636	WP_004041567.1	1.9E-27	93	S	-	Uncharacterized protein	HVO_1677
arCOG04637	WP_004043939.1	1.2E-32	109.9	S	-	Uncharacterized protein	HVO_1004
arCOG04638	WP_004044004.1	5.1E-91	302.4	P	TauE	Sulfite exporter TauE/SafE	HVO_0941
arCOG04639	WP_004043693.1	1.7E-27	93.4	S	-	Uncharacterized protein	HVO_1248
arCOG04640	WP_004043478.1	1E-128	426.1	S	-	Uncharacterized protein	HVO_1457
arCOG04641	WP_004044157.1	9.3E-66	219	S	-	Uncharacterized membrane protein	HVO_0780
arCOG04642	WP_004041544.1	1.5E-63	211.3	S	-	Uncharacterized protein	HVO_1653
arCOG04643	WP_004044030.1	2.3E-33	112.4	S	-	Uncharacterized membrane protein	HVO_0909
arCOG04644	WP_004043808.1	2.9E-141	468.9	S	-	Uncharacterized protein	HVO_1129
arCOG04645	WP_004043810.1	3.9E-51	171.2	S	-	Uncharacterized protein	HVO_1127
arCOG04647	WP_004044717.1	5.7E-36	120.6	T	BolA	Stress-induced morphogen (activity unknown)	HVO_2899
arCOG04648	WP_004043857.1	4.3E-52	172.7	O	-	Glutaredoxin-related protein	HVO_1081
arCOG04649	WP_004043495.1	1.2E-35	120	S	-	Uncharacterized protein	HVO_1440
arCOG04650	WP_004041536.1	0	1090.2	C	CyoC	Heme/copper-type cytochrome/quinol oxidase, subunit 3	HVO_1645
arCOG04650	WP_004043799.1	3E-83	278.2	C	CyoC	Heme/copper-type cytochrome/quinol oxidase, subunit 3	HVO_1138
arCOG04651	WP_004044029.1	2.6E-29	98.8	S	-	Uncharacterized protein	HVO_0910
arCOG04652	WP_004043783.1	3.4E-63	211.2	N	-	Predicted pilin/flagellin	HVO_1157
arCOG04653	WP_004043922.1	7.5E-169	560	S	-	HEAT repeats containing protein	HVO_1020
arCOG04654	WP_004043960.1	4.4E-32	108.9	C	NuoJ	NADH dehydrogenase subunit J	HVO_0983
arCOG04656	WP_004043739.1	5.7E-120	398.6	D	-	MreB/Mbl protein, ATPase	HVO_1202
arCOG04658	WP_004042260.1	4.5E-50	167.1	S	-	Uncharacterized protein	HVO_2371
arCOG04659	WP_004042498.1	4.9E-62	206.7	S	TVP38	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	HVO_2517
arCOG04660	WP_004042501.1	2.9E-121	403.2	S	-	Uncharacterized protein	HVO_2519
arCOG04661	WP_004041561.1	7.3E-36	121.4	S	-	Uncharacterized protein	HVO_1671
arCOG04662	WP_013035242.1	3.4E-74	246.6	S	-	Uncharacterized membrane protein	HVO_1884
arCOG04662	WP_004042657.1	9.5E-28	94.9	S	-	Uncharacterized membrane protein	HVO_2587
arCOG04662	WP_004042656.1	7E-37	124.7	S	-	Uncharacterized membrane protein	HVO_2586
arCOG04662	WP_004040837.1	9.3E-56	186.4	S	-	Uncharacterized membrane protein	HVO_A0482
arCOG04662	WP_004042848.1	6.6E-81	268.5	S	-	Uncharacterized membrane protein	HVO_2680
arCOG04663	WP_004042846.1	5.3E-82	272.1	S	-	Uncharacterized membrane protein	HVO_2679
arCOG04664	WP_004041764.1	1.1E-74	248.3	R	-	Predicted membrane-bound metal-dependent hydrolase	HVO_1883
arCOG04664	WP_004042092.1	4.7E-60	200.5	R	-	Predicted membrane-bound metal-dependent hydrolase	HVO_2200
arCOG04664	WP_004042091.1	1.3E-71	238.2	R	-	Predicted membrane-bound metal-dependent hydrolase	HVO_2199
arCOG04665	WP_004044286.1	1.7E-29	99.9	S	-	Uncharacterized protein	HVO_0650
arCOG04666	WP_004044290.1	2.6E-86	285.9	S	-	Uncharacterized protein	HVO_0646
arCOG04667	WP_004042206.1	9.3E-59	195.2	S	-	Uncharacterized protein	HVO_2314
arCOG04670	WP_004040921.1	4.7E-277	917.7	E	HutU	Urocanate hydratase	HVO_A0562
arCOG04671	WP_004040918.1	1.1E-217	721.6	E	HutH	Histidine ammonia-lyase	HVO_A0559
arCOG04672	WP_004044082.1	2.9E-51	171.3	K	-	Transcriptional regulator, HTH domain	HVO_0855
arCOG04673	WP_004044187.1	4.7E-39	132.1	N	-	Predicted pilin/flagellin	HVO_0750
arCOG04674	WP_004044183.1	2.7E-38	129.2	K	-	Predicted transcriptional regulator, contains HTH domain	HVO_0754
arCOG04675	WP_004044176.1	2.9E-49	165.3	S	-	Uncharacterized protein	HVO_0761
arCOG04676	WP_004042249.1	8.3E-125	414.3	M	LdcA	Muramoyltetrapeptide carboxypeptidase LdcA	HVO_2360
arCOG04678	WP_004040841.1	1E-88	294.1	H	BtuR	ATP:corrinoid adenosyltransferase	HVO_A0488
arCOG04679	WP_004044320.1	9E-51	170.1	N	-	Predicted pilin/flagellin	HVO_0614
arCOG04680	WP_004044319.1	3.7E-40	134.8	N	-	Predicted pilin/flagellin	HVO_0615
arCOG04681	WP_049914763.1	7.1E-227	751.6	G	MalQ	4-alpha-glucanotransferase	HVO_1683
arCOG04682	WP_004043522.1	4.7E-22	74.9	R	-	Predicted aminoglycoside phosphotransferase	HVO_1416
arCOG04683	WP_004044354.1	1.7E-92	306.8	S	-	Uncharacterized protein	HVO_0579
arCOG04686	WP_004044535.1	2.3E-172	571.9	K	VacB	Exoribonuclease R	HVO_0388
arCOG04687	WP_004045014.1	8.2E-66	219.6	R	-	Ferritin family protein	HVO_0027
arCOG04687	WP_004043450.1	1.5E-81	271.1	R	-	Ferritin family protein	HVO_1485
arCOG04688	WP_004044525.1	5.7E-35	117.6	K	-	Transcriptional regulator, contains HTH domain	HVO_0398
arCOG04690	WP_004044523.1	2.7E-56	186.9	S	-	Uncharacterized protein	HVO_0400
arCOG04691	WP_004042219.1	7.4E-120	397	S	-	Uncharacterized protein YcgG family, contains conserved FPC and CPF motifs	HVO_2327
arCOG04692	WP_004044493.1	3.5E-112	372	R	Gph	HAD superfamily hydrolase	HVO_0431
arCOG04693	WP_004041750.1	2.9E-59	197.9	S	-	Uncharacterized protein	HVO_1868
arCOG04694	WP_004044530.1	0	1476.4	L	UvrA	Excinuclease ABC subunit A, ATPase	HVO_0393
arCOG04695	WP_004041829.1	2.4E-61	203.8	S	-	Uncharacterized protein	HVO_1949
arCOG04696	WP_004041830.1	3.2E-49	165.2	S	-	Uncharacterized protein	HVO_1950
arCOG04698	WP_004043734.1	2.7E-50	169.1	S	-	Uncharacterized protein	HVO_1208
arCOG04699	WP_004041714.1	9.7E-54	179	S	-	Uncharacterized protein	HVO_1825
arCOG04700	WP_004041669.1	1.8E-36	122.3	S	-	Uncharacterized protein	HVO_1789
arCOG04701	WP_004044579.1	7.5E-31	104.4	D	CrcB/FEX	Integral membrane protein possibly involved in fluoride export and chromosome condensation	HVO_0342
arCOG04701	WP_004044578.1	9.2E-25	84.7	D	CrcB/FEX	Integral membrane protein possibly involved in fluoride export and chromosome condensation	HVO_0343
arCOG04702	WP_013035599.1	1.6E-36	123.7	R	-	Phospholipid-binding protein	HVO_0426
arCOG04703	WP_004042029.1	0	1086.9	P	NorB	Nitric oxide reductase large subunit	HVO_2147
arCOG04704	WP_004041059.1	2.6E-90	300.3	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_B0096
arCOG04704	WP_004044330.1	6E-87	289.3	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_0604
arCOG04704	WP_004044412.1	3.1E-101	336.1	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_0511
arCOG04704	WP_004041122.1	6.2E-79	263	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_B0032
arCOG04705	WP_004044413.1	1.1E-48	162.4	H	FolB	Dihydroneopterin aldolase	HVO_0510
arCOG04706	WP_004043948.1	1.3E-95	317.7	S	-	Uncharacterized membrane protein	HVO_0995
arCOG04707	WP_004044415.1	8.9E-54	179.9	S	-	Uncharacterized protein	HVO_0508
arCOG04711	WP_013035385.1	6E-95	314.9	R	-	Predicted nuclease, RNAse H fold	HVO_1406
arCOG04712	WP_004044265.1	4.9E-152	503.7	O	ECM4	Predicted glutathione S-transferase	HVO_0670
arCOG04713	WP_004044515.1	8.8E-85	280.8	H	RibC	Riboflavin synthase alpha chain	HVO_0409
arCOG04715	WP_004041805.1	1.4E-62	209.2	S	-	Uncharacterized secereted protein, contains kinase-interacting SIMPL domain	HVO_1926
arCOG04717	WP_004044568.1	2.9E-111	368.7	S	-	Uncharacterized protein	HVO_0355
arCOG04718	WP_004041775.1	1.4E-41	138	S	-	Uncharacterized protein	HVO_1894
arCOG04719	WP_004040851.1	5.2E-112	372.4	S	-	Uncharacterized protein	HVO_A0498
arCOG04720	WP_004043444.1	6.8E-182	602.7	R	-	HAD superfamily hydrolase	HVO_1491
arCOG04721	WP_004045315.1	1.1E-32	110.7	K	WecD	Acetyltransferase (GNAT) family	HVO_0201
arCOG04722	WP_004045312.1	6.4E-40	133	L	-	Predicted endonuclease containing a URI domain	HVO_0198
arCOG04723	WP_004044841.1	4.4E-107	354.8	S	-	Uncharacterized protein	HVO_2972
arCOG04724	WP_004044850.1	7.9E-77	255.6	S	-	Uncharacterized protein	HVO_2975
arCOG04725	WP_004045333.1	6.9E-58	193.7	K	-	Predicted transcriptional regulator , contains HTH domain	HVO_0219
arCOG04726	WP_004045348.1	2.5E-84	280.8	S	-	Uncharacterized protein	HVO_0234
arCOG04727	WP_004044970.1	1.6E-85	283.8	F	PurO	Archaeal IMP cyclohydrolase	HVO_0011
arCOG04728	WP_004044961.1	2.6E-45	151.8	S	-	Uncharacterized protein	HVO_0006
arCOG04729	WP_004044630.1	6.3E-32	107.8	S	-	Uncharacterized protein	HVO_0293
arCOG04730	WP_004045335.1	9.6E-35	116.7	S	-	Uncharacterized protein	HVO_0221
arCOG04731	WP_004045341.1	5.6E-65	216.4	S	-	Uncharacterized protein	HVO_0227
arCOG04732	WP_004041442.1	6.8E-219	725.6	H	-	Glutamate-cysteine ligase, GCS2	HVO_1564
arCOG04733	WP_004041802.1	4.3E-68	226.3	J	Tsr3	Ribosome biogenesis protein Tsr3, contains Fer4-like metal-binding domain ortholog of eukaryotic RNase L inhibitor	HVO_1923
arCOG04734	WP_049941486.1	2E-69	231.7	Q	-	SAM-dependent methyltransferase	HVO_A0009
arCOG04734	WP_004043609.1	1.5E-73	245.1	Q	-	SAM-dependent methyltransferase	HVO_1329
arCOG04735	WP_004045298.1	1.4E-27	93.3	V	-	CopG/MetJ, RHH domain containing DNA-binding protein, often an antitoxin in Type II toxin-antitoxin systems	HVO_0184
arCOG04736	WP_004045299.1	4.4E-304	1008.1	U	TatC	Sec-independent protein secretion pathway component TatC	HVO_0185
arCOG04737	WP_004044977.1	1.5E-110	366.5	S	-	Uncharacterized protein	HVO_0016
arCOG04738	WP_004045168.1	2.5E-154	511.2	S	-	Uncharacterized protein	HVO_0093
arCOG04739	WP_004045170.1	8.2E-93	307.6	S	-	Uncharacterized membrane protein	HVO_0095
arCOG04740	WP_004045188.1	1.4E-81	271	S	-	Uncharacterized protein	HVO_0103
arCOG04741	WP_049914820.1	1.2E-14	52.8	S	-	Zn finger protein	HVO_2463
arCOG04741	WP_004041758.1	1.3E-17	62.3	S	-	Zn finger protein	HVO_1876
arCOG04742	WP_004044784.1	1.3E-37	125.4	V	-	SymE toxin family protein	HVO_2942
arCOG04743	WP_004044781.1	1.7E-41	138.1	R	-	Helicase associated uncharacterized terminal domain	HVO_2941
arCOG04746	WP_004041632.1	2.3E-98	327.1	S	-	Uncharacterized membrane protein	HVO_1749
arCOG04747	WP_004041667.1	4.3E-39	131	S	-	Uncharacterized protein	HVO_1787
arCOG04748	WP_004045019.1	0	1076.1	L	UvrB	Excinuclease ABC subunit B, helicase	HVO_0029
arCOG04749	WP_004041099.1	5.4E-87	289.1	S	-	Uncharacterized protein in cobalamin operon	HVO_B0055
arCOG04750	WP_004041100.1	1.9E-203	673.6	P	-	Sirohydrochlorin iron chelatase fused to [2Fe-2S] Ferredoxin	HVO_B0054
arCOG04750	WP_004041089.1	1.8E-29	100.6	P	-	Sirohydrochlorin iron chelatase fused to [2Fe-2S] Ferredoxin	HVO_B0065
arCOG04752	WP_004041101.1	1.5E-45	152.4	S	-	Uncharacterized protein in cobalamin operon, DUF3209 family	HVO_B0053
arCOG04753	WP_004044920.1	4.7E-238	788.9	L	UvrC	Excinuclease ABC subunit C	HVO_3006
arCOG04754	WP_004044909.1	9.5E-289	957.2	L	Lig	NAD-dependent DNA ligase	
arCOG04755	WP_004041905.1	2.4E-74	247.2	S	-	Uncharacterized membrane protein	HVO_2020
arCOG04755	WP_004043400.1	7.3E-66	219.4	S	-	Uncharacterized membrane protein	HVO_A0038
arCOG04755	WP_004044593.1	4.7E-73	242.9	S	-	Uncharacterized membrane protein	HVO_0330
arCOG04756	WP_004041056.1	1.5E-55	186.1	R	-	Predicted permease	HVO_B0099
arCOG04756	WP_049914733.1	5.2E-65	217.2	R	-	Predicted permease	HVO_B0226
arCOG04756	WP_004044242.1	3.1E-77	257.4	R	-	Predicted permease	HVO_0693
arCOG04757	WP_004044603.1	3.5E-35	118.9	S	-	Uncharacterized protein	HVO_0320
arCOG04758	WP_004041730.1	1.4E-222	738.4	E	PepF	Oligoendopeptidase F	HVO_1847
arCOG04759	WP_004041840.1	2.6E-46	154.7	S	-	Uncharacterized protein	HVO_1960
arCOG04760	WP_004041852.1	4.3E-61	203.3	S	-	Uncharacterized protein	HVO_1973
arCOG04764	WP_004042105.1	9.5E-54	179.6	S	-	Uncharacterized protein	HVO_2213
arCOG04765	WP_004042108.1	4E-52	173	C	-	Ferredoxin	HVO_2218
arCOG04766	WP_004044758.1	2E-119	395.5	R	-	Uncharacterized Fe-S protein, contains MOSC and Fe-S domains	HVO_2924
arCOG04767	WP_004042111.1	3E-72	241.7	O	PpiB	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	HVO_2222
arCOG04769	WP_013035240.1	1.1E-65	218.8	S	-	Uncharacterized protein	HVO_0731
arCOG04770	WP_004041473.1	1.5E-79	264.6	I	CaiC	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	HVO_1587
arCOG04772	WP_004041484.1	1.1E-74	247.9	O	GrpE	Molecular chaperone GrpE (heat shock protein)	HVO_1592
arCOG04774	WP_013035228.1	1.6E-87	290.3	S	-	Uncharacterized protein	HVO_2343
arCOG04775	WP_004042248.1	1.1E-75	250.9	S	-	Uncharacterized protein	HVO_2359
arCOG04776	WP_004042247.1	6.6E-30	101.2	S	-	Uncharacterized membrane protein	HVO_2358
arCOG04777	WP_004042257.1	2E-50	167.5	S	-	Uncharacterized protein	HVO_2368
arCOG04779	WP_004042661.1	6.1E-116	384.6	E	IaaA	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily	HVO_2589
arCOG04780	WP_004042712.1	5.7E-180	596.8	T	UspA	Nucleotide-binding protein, UspA family	HVO_2615
arCOG04781	WP_004042762.1	2.2E-43	145.6	S	-	Uncharacterized protein	HVO_2641
arCOG04782	WP_004042753.1	8.8E-111	367.2	K	PspA	Phage shock protein A	HVO_2636
arCOG04783	WP_004042736.1	2.1E-37	125.3	P	TrkA	TrkA, K+ transport system, NAD-binding component	HVO_2626
arCOG04784	WP_004044233.1	9.3E-42	138.8	S	-	Uncharacterized protein	HVO_0703
arCOG04786	WP_004040858.1	3.7E-119	395	Q	-	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	HVO_A0507
arCOG04786	WP_004040860.1	9.4E-95	315	Q	-	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	HVO_A0509
