locus_tag	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length	protein	thane_gene	thane_gene_description	gene_name	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	cog	arcog	chr
HVO_RS16150	8926257	lcl|NC_013967.1_cds_WP_004042267.1_3352	NC_013967.1	gene	2243198	2244046	+	3391	Gene	protein_coding	HVO_2378	848	phosphate ABC transporter ATP-binding protein			pstB1	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	pstB1; ABC-type transport system ATP-binding protein (probable substrate phosphate)	K02036	pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]	K02036: pstB1; ABC-type transport system ATP-binding protein (probable substrate phosphate)	phosphate ABC transporter ATP-binding protein(HVO_RS16150)	Haloferax volcanii DS2	3.6.3.27		GO:0043190~ATP-binding cassette (ABC) transporter complex	GO:0005315~inorganic phosphate transmembrane transporter activity,GO:0005524~ATP binding,GO:0015415~phosphate ion transmembrane-transporting ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR005670:Phosphate transport system permease protein 1,IPR015850:ABC transporter, phosphate import, PstB,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo02010:ABC transporters	HVO_RS16150	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Cell membrane,Complete proteome,Hydrolase,Membrane,Nucleotide-binding,Phosphate transport,Reference proteome,Transport,	COG1117P	arCOG00231	Chromosome
HVO_RS16155	8925276	lcl|NC_013967.1_cds_WP_004042268.1_3353	NC_013967.1	gene	2244236	2244916	+	3392	Gene	protein_coding	HVO_2379	680	phosphate transport system regulatory protein PhoU			phoU3	NA	NA	NA	NA	NA	NA	NA	NA: NA	phosphate transport system regulatory protein PhoU(HVO_RS16155)	Haloferax volcanii DS2		GO:0006817~phosphate ion transport,GO:0030643~cellular phosphate ion homeostasis,GO:0045936~negative regulation of phosphate metabolic process	GO:0005737~cytoplasm		IPR026022:PhoU domain		HVO_RS16155	PF01895:PhoU domain	PIRSF003107:phosphate transport system protein PhoU		Complete proteome,Cytoplasm,Phosphate transport,Reference proteome,Transport,	COG0704P	arCOG00232	Chromosome
HVO_RS16160	8925970	lcl|NC_013967.1_cds_WP_004042269.1_3354	NC_013967.1	gene	2245008	2247239	-	3393	Gene	protein_coding	HVO_2380	2231	ATPase			cdc48a	NA	NA	NA	NA	NA	NA	NA	NA: NA	ATPase(HVO_RS16160)	Haloferax volcanii DS2		GO:0051301~cell division		GO:0005524~ATP binding,GO:0016787~hydrolase activity	IPR003338:CDC48, N-terminal subdomain,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR003960:ATPase, AAA-type, conserved site,IPR004201:CDC48, domain 2,IPR005938:ATPase, AAA-type, CDC48,IPR009010:Aspartate decarboxylase-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16160	PF00004:ATPase family associated with various cellular activities (AAA),PF02359:Cell division protein 48 (CDC48), N-terminal domain,PF02933:Cell division protein 48 (CDC48), domain 2		SM00382:AAA,SM01072:SM01072,SM01073:SM01073	Cell cycle,Cell division,Complete proteome,Reference proteome,	COG0464O	arCOG01308	Chromosome
HVO_RS16165	8925154	lcl|NC_013967.1_cds_WP_004042270.1_3355	NC_013967.1	gene	2247433	2248914	+	3394	Gene	protein_coding	HVO_2381	1481	TIGR00299 family protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16165)	Haloferax volcanii DS2					IPR002822:Uncharacterised protein family UPF0272		HVO_RS16165	PF01969:Protein of unknown function DUF111			Complete proteome,Reference proteome,	COG1641S	arCOG02701	Chromosome
HVO_RS16170	8924841	lcl|NC_013967.1_cds_WP_004042271.1_3356	NC_013967.1	gene	2249066	2249812	-	3395	Gene	protein_coding	HVO_2382	746	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16170)	Haloferax volcanii DS2							HVO_RS16170				Complete proteome,Reference proteome,	-	arCOG03142	Chromosome
HVO_RS16175	8924190	lcl|NC_013967.1_cds_WP_004042272.1_3357	NC_013967.1	gene	2249984	2250673	+	3396	Gene	protein_coding	HVO_2383	689	DNA repair protein RadB			radB	NA	NA	NA	NA	NA	NA	NA	NA: NA	DNA repair protein RadB(HVO_RS16175)	Haloferax volcanii DS2		GO:0006281~DNA repair,GO:0006310~DNA recombination		GO:0003684~damaged DNA binding,GO:0005524~ATP binding,GO:0008094~DNA-dependent ATPase activity	IPR003593:AAA+ ATPase domain,IPR011939:DNA recombination/repair protein RadB,IPR013632:DNA recombination and repair protein Rad51, C-terminal,IPR020588:DNA recombination/repair protein RecA/RadB, ATP-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16175	PF08423:Rad51	PIRSF003336:DNA repair and recombination protein RadB	SM00382:AAA	ATP-binding,Complete proteome,DNA damage,DNA recombination,DNA-binding,Nucleotide-binding,Reference proteome,	COG0468L	arCOG00417	Chromosome
HVO_RS16180	8926210	lcl|NC_013967.1_cds_WP_004042273.1_3358	NC_013967.1	gene	2250787	2251929	-	3397	Gene	protein_coding	HVO_2384	1142	CBS domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	CBS domain-containing protein(HVO_RS16180)	Haloferax volcanii DS2		GO:0044238~primary metabolic process			IPR000644:Cystathionine beta-synthase, core,IPR003489:Ribosomal protein S30Ae/sigma 54 modulation protein,IPR014651:Uncharacterised conserved protein, 2xCBS, MJ1404 type		HVO_RS16180	PF00571:CBS domain	PIRSF036983:uncharacterized protein with 2 CBS domain pairs, MJ1404 type	SM00116:CBS	Complete proteome,Reference proteome,	COG3448T	arCOG00601	Chromosome
HVO_RS16185	8925552	lcl|NC_013967.1_cds_WP_004042274.1_3359	NC_013967.1	gene	2252319	2254595	+	3398	Gene	protein_coding	HVO_2385	2276	type IV pilus biogenesis complex ATPase subunit			pilB5	NA	NA	NA	NA	NA	NA	NA	NA: NA	type IV pilus biogenesis complex ATPase subunit(HVO_RS16185)	Haloferax volcanii DS2		GO:0006810~transport		GO:0005524~ATP binding	IPR001482:Type II secretion system protein E,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16185	PF00437:Type II/IV secretion system protein			Complete proteome,Reference proteome,	COG0630NU	arCOG01817	Chromosome
HVO_RS16190	8925217	lcl|NC_013967.1_cds_WP_004042275.1_3360	NC_013967.1	gene	2254585	2256711	+	3399	Gene	protein_coding	HVO_2386	2126	type IV pilus biogenesis complex membrane subunit			pilC5	NA	NA	NA	NA	NA	NA	NA	NA: NA	type IV pilus biogenesis complex membrane subunit(HVO_RS16190)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR018076:Type II secretion system F domain		HVO_RS16190	PF00482:Type II secretion system (T2SS), protein F			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG1955NU	arCOG01808	Chromosome
HVO_RS16195	8925457	lcl|NC_013967.1_cds_WP_004042276.1_3361	NC_013967.1	gene	2256716	2258887	+	3400	Gene	protein_coding	HVO_2387	2171	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16195)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR003344:Bacterial Ig-like, group 1,IPR008964:Invasin/intimin cell-adhesion		HVO_RS16195				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG02916	Chromosome
HVO_RS16200	8926443	lcl|NC_013967.1_cds_WP_004042277.1_3362	NC_013967.1	gene	2258891	2260621	+	3401	Gene	protein_coding	HVO_2388	1730	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16200)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR003344:Bacterial Ig-like, group 1,IPR008964:Invasin/intimin cell-adhesion		HVO_RS16200				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG02916	Chromosome
HVO_RS16205	8924149	lcl|NC_013967.1_cds_WP_004042278.1_3363	NC_013967.1	gene	2260741	2261445	+	3402	Gene	protein_coding	HVO_2389	704	haloacid dehalogenase			hadL	Metabolism	Xenobiotics biodegradation and metabolism	00625 Chloroalkane and chloroalkene degradation 	[PATH:hvo00625]	hadL; haloacid dehalogenase, type II	K01560	E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]	K01560: hadL; haloacid dehalogenase, type II	haloacid dehalogenase(HVO_RS16205)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0019120~hydrolase activity, acting on acid halide bonds, in C-halide compounds	IPR006328:Haloacid dehalogenase, type II,IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023198:Phosphoglycolate phosphatase, domain 2,IPR023214:HAD-like domain	hvo00361:Chlorocyclohexane and chlorobenzene degradation,hvo00625:Chloroalkane and chloroalkene degradation,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments	HVO_RS16205	PF13419:Haloacid dehalogenase-like hydrolase			Complete proteome,Reference proteome,	COG1011R	arCOG02291	Chromosome
HVO_RS16210	8926622	lcl|NC_013967.1_cds_WP_004042279.1_3364	NC_013967.1	gene	2261527	2261898	+	3403	Gene	protein_coding	HVO_2390	371	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16210)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS16210				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG07754	Chromosome
HVO_RS16215	8924301	lcl|NC_013967.1_cds_WP_004042280.1_3365	NC_013967.1	gene	2261991	2262941	-	3404	Gene	protein_coding	HVO_2391	950	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16215)	Haloferax volcanii DS2							HVO_RS16215				Complete proteome,Reference proteome,	-	arCOG07560	Chromosome
HVO_RS16220	8925362	lcl|NC_013967.1_cds_WP_013035537.1_3367	NC_013967.1	gene	2263590	2263778	+	3406	Gene	protein_coding	HVO_2392	188	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16220)	Haloferax volcanii DS2							HVO_RS16220				Complete proteome,Reference proteome,	-	arCOG09050	Chromosome
HVO_RS16230	8926869	lcl|NC_013967.1_cds_WP_004042283.1_3368	NC_013967.1	gene	2264147	2264398	-	3408	Gene	protein_coding	HVO_2394	251	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16230)	Haloferax volcanii DS2							HVO_RS16230				Complete proteome,Reference proteome,	-	arCOG06275	Chromosome
HVO_RS16235	8925527	lcl|NC_013967.1_cds_WP_004042284.1_3369	NC_013967.1	gene	2264658	2265191	-	3409	Gene	protein_coding	HVO_2395	533	ATP--cob(I)alamin adenosyltransferase			pduO	Metabolism	Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism 	[PATH:hvo00860]	pduO; ATP:cob(I)alamin adenosyltransferase	K00798	MMAB; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	K00798: pduO; ATP:cob(I)alamin adenosyltransferase	ATP--cob(I)alamin adenosyltransferase(HVO_RS16235)	Haloferax volcanii DS2	2.5.1.17			GO:0008817~cob(I)yrinic acid a,c-diamide adenosyltransferase activity	IPR016030:Adenosylcobalamin biosynthesis, ATP:cob(I)alamin adenosyltransferase-like	hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways	HVO_RS16235	PF01923:Cobalamin adenosyltransferase			Complete proteome,Reference proteome,Transferase,	COG2096S	arCOG00489	Chromosome
HVO_RS16240	8926172	lcl|NC_013967.1_cds_WP_004042285.1_3370	NC_013967.1	gene	2265188	2265427	-	3410	Gene	protein_coding	HVO_2396	239	glutaredoxin			grx4	NA	NA	NA	NA	NA	NA	NA	NA: NA	glutaredoxin(HVO_RS16240)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0009055~electron carrier activity	IPR004045:Glutathione S-transferase, N-terminal,IPR011767:Glutaredoxin active site,IPR012336:Thioredoxin-like fold		HVO_RS16240	PF13417:Glutathione S-transferase, N-terminal domain			Complete proteome,Reference proteome,	COG0695O	arCOG02608	Chromosome
HVO_RS16245	8924222	lcl|NC_013967.1_cds_WP_004042286.1_3371	NC_013967.1	gene	2265616	2266722	+	3411	Gene	protein_coding	HVO_2397	1106	adhesin			znuA1	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	znuA1; ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)	K09815	znuA; zinc transport system substrate-binding protein	K09815: znuA1; ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)	adhesin(HVO_RS16245)	Haloferax volcanii DS2		GO:0030001~metal ion transport		GO:0046872~metal ion binding	IPR006127:Periplasmic solute binding protein family	hvo02010:ABC transporters	HVO_RS16245	PF01297:Periplasmic solute binding protein family			Complete proteome,Reference proteome,	COG0803P	arCOG01005	Chromosome
HVO_RS16250	8924191	lcl|NC_013967.1_cds_WP_004042287.1_3372	NC_013967.1	gene	2266719	2267588	+	3412	Gene	protein_coding	HVO_2398	869	ABC transporter ATP-binding protein			znuC1	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	znuC1; ABC-type transport system ATP-binding protein (probable substrate zinc)	K09817	znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]	K09817: znuC1; ABC-type transport system ATP-binding protein (probable substrate zinc)	ABC transporter ATP-binding protein(HVO_RS16250)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo02010:ABC transporters	HVO_RS16250	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,	COG1121P	arCOG00201	Chromosome
HVO_RS16255	8925219	lcl|NC_013967.1_cds_WP_049914824.1_3373	NC_013967.1	gene	2267588	2268583	+	3413	Gene	protein_coding	HVO_2399	995	ABC transporter permease			znuB1	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	znuB1; ABC-type transport system permease protein (probable substrate zinc)	K09816	znuB; zinc transport system permease protein	K09816: znuB1; ABC-type transport system permease protein (probable substrate zinc)	ABC transporter permease(HVO_RS16255)	Haloferax volcanii DS2						hvo02010:ABC transporters	HVO_RS16255,					COG1108P	arCOG01006	Chromosome
HVO_RS16260	8925604	lcl|NC_013967.1_cds_WP_004042290.1_3374	NC_013967.1	gene	2268958	2270379	-	3414	Gene	protein_coding	HVO_2401	1421	glycine dehydrogenase (aminomethyl-transferring)			gcvP2	Metabolism	Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism 	[PATH:hvo00630]	Glycine cleavage system P-protein	K00283	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	K00283: Glycine cleavage system P-protein	glycine dehydrogenase (aminomethyl-transferring)(HVO_RS16260)	Haloferax volcanii DS2	1.4.4.2	GO:0006546~glycine catabolic process		GO:0004375~glycine dehydrogenase (decarboxylating) activity	IPR000192:Aminotransferase, class V/Cysteine desulfurase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015424:Pyridoxal phosphate-dependent transferase,IPR020581:Glycine cleavage system P protein	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16260	PF00266:Aminotransferase class-V			Complete proteome,Oxidoreductase,Reference proteome,	COG1003E	arCOG00076	Chromosome
HVO_RS16265	8926389	lcl|NC_013967.1_cds_WP_004042291.1_3375	NC_013967.1	gene	2270379	2271722	-	3415	Gene	protein_coding	HVO_2402	1343	glycine dehydrogenase (aminomethyl-transferring)			gcvP1	Metabolism	Amino acid metabolism	00260 Glycine, serine and threonine metabolism 	[PATH:hvo00260]	gcvP; glycine dehydrogenase (decarboxylating) (glycine cleavage system protein P-1)	K00282	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	K00282: gcvP; glycine dehydrogenase (decarboxylating) (glycine cleavage system protein P-1)	glycine dehydrogenase (aminomethyl-transferring)(HVO_RS16265)	Haloferax volcanii DS2	1.4.4.2	GO:0006546~glycine catabolic process		GO:0004375~glycine dehydrogenase (decarboxylating) activity	IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015424:Pyridoxal phosphate-dependent transferase,IPR020581:Glycine cleavage system P protein	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16265	PF02347:Glycine cleavage system P-protein			Complete proteome,Oxidoreductase,Reference proteome,	COG0403E	arCOG00077	Chromosome
HVO_RS16270	8925110	lcl|NC_013967.1_cds_WP_004042292.1_3376	NC_013967.1	gene	2271724	2272104	-	3416	Gene	protein_coding	HVO_2403	380	glycine cleavage system protein H			gcvH	Metabolism	Amino acid metabolism	00260 Glycine, serine and threonine metabolism 	[PATH:hvo00260]	gcvH; glycine cleavage system protein H	K02437	gcvH; glycine cleavage system H protein	K02437: gcvH; glycine cleavage system protein H	glycine cleavage system protein H(HVO_RS16270)	Haloferax volcanii DS2		GO:0019464~glycine decarboxylation via glycine cleavage system	GO:0005960~glycine cleavage complex		IPR000089:Biotin/lipoyl attachment,IPR002930:Glycine cleavage H-protein,IPR003016:2-oxo acid dehydrogenase, lipoyl-binding site,IPR011053:Single hybrid motif,IPR017453:Glycine cleavage H-protein, subgroup	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics	HVO_RS16270				Complete proteome,Lipoyl,Reference proteome,	COG0509E	arCOG01303	Chromosome
HVO_RS16275	8925853	lcl|NC_013967.1_cds_WP_004042293.1_3377	NC_013967.1	gene	2272107	2273198	-	3417	Gene	protein_coding	HVO_2404	1091	glycine cleavage system protein T			gcvT	Metabolism	Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism 	[PATH:hvo00630]	gcvT; aminomethyltransferase (glycine cleavage system protein T)	K00605	gcvT; aminomethyltransferase [EC:2.1.2.10]	K00605: gcvT; aminomethyltransferase (glycine cleavage system protein T)	glycine cleavage system protein T(HVO_RS16275)	Haloferax volcanii DS2	2.1.2.10	GO:0019464~glycine decarboxylation via glycine cleavage system		GO:0004047~aminomethyltransferase activity,GO:0008483~transaminase activity	IPR006222:Glycine cleavage T-protein, N-terminal,IPR006223:Glycine cleavage system T protein,IPR013977:Glycine cleavage T-protein, C-terminal barrel,IPR022903:Aminomethyltransferase,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1	hvo00260:Glycine, serine and threonine metabolism,hvo00630:Glyoxylate and dicarboxylate metabolism,hvo00670:One carbon pool by folate,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS16275	PF01571:Aminomethyltransferase folate-binding domain,PF08669:Glycine cleavage T-protein C-terminal barrel domain	PIRSF006487:aminomethyltransferase		Aminotransferase,Complete proteome,Methyltransferase,Reference proteome,Transferase,	COG0404E	arCOG00756	Chromosome
HVO_RS16280	8924003	lcl|NC_013967.1_cds_WP_004042294.1_3378	NC_013967.1	gene	2273429	2274229	-	3418	Gene	protein_coding	HVO_2405	800	cobalt ABC transporter			nikO	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	nikO; ABC-type transport system ATP-binding protein (probable substrate nickel)	K02006	cbiO; cobalt/nickel transport system ATP-binding protein	K02006: nikO; ABC-type transport system ATP-binding protein (probable substrate nickel)	cobalt ABC transporter(HVO_RS16280)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo02010:ABC transporters	HVO_RS16280	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,	COG1122P	arCOG00202	Chromosome
HVO_RS16285	8924804	lcl|NC_013967.1_cds_WP_004042295.1_3379	NC_013967.1	gene	2274217	2275029	-	3419	Gene	protein_coding	HVO_2406	812	cobalt ECF transporter T component CbiQ			nikQ	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	nikQ; ABC-type transport system permease protein (probable substrate nickel)	K02008	cbiQ; cobalt/nickel transport system permease protein	K02008: nikQ; ABC-type transport system permease protein (probable substrate nickel)	cobalt ECF transporter T component CbiQ(HVO_RS16285)	Haloferax volcanii DS2		GO:0006824~cobalt ion transport	GO:0005887~integral component of plasma membrane,GO:0043190~ATP-binding cassette (ABC) transporter complex		IPR003339:ABC/ECF transporter, transmembrane component,IPR012809:ABC transporter CbiQ family	hvo02010:ABC transporters	HVO_RS16285	PF02361:Cobalt transport protein			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG0619P	arCOG02250	Chromosome
HVO_RS16290	8925636	lcl|NC_013967.1_cds_WP_004042296.1_3380	NC_013967.1	gene	2275026	2275325	-	3420	Gene	protein_coding	HVO_2407	299	metal transporter			nikN	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	nikN; ABC-type transport system protein NikN (probable substrate nickel)	K02009	cbiN; cobalt/nickel transport protein	K02009: nikN; ABC-type transport system protein NikN (probable substrate nickel)	metal transporter(HVO_RS16290)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR025937:PDGLE domain	hvo02010:ABC transporters	HVO_RS16290	PF13190:PDGLE domain			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG03159	Chromosome
HVO_RS16295	8924745	lcl|NC_013967.1_cds_WP_004042297.1_3381	NC_013967.1	gene	2275322	2275978	-	3421	Gene	protein_coding	HVO_2408	656	metal transporter			nikM	Environmental Information Processing	Membrane transport	02010 ABC transporters 	[PATH:hvo02010]	nikM; ABC-type transport system permease protein (probable substrate nickel)	K02007	cbiM; cobalt/nickel transport system permease protein	K02007: nikM; ABC-type transport system permease protein (probable substrate nickel)	metal transporter(HVO_RS16295)	Haloferax volcanii DS2		GO:0000041~transition metal ion transport	GO:0016021~integral component of membrane		IPR002751:Cobalamin (vitamin B12) biosynthesis CbiM family	hvo02010:ABC transporters	HVO_RS16295	PF01891:Cobalt uptake substrate-specific transmembrane region			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG0310P	arCOG02248	Chromosome
HVO_RS16300	8925597	lcl|NC_013967.1_cds_WP_004042298.1_3382	NC_013967.1	gene	2276106	2276522	+	3422	Gene	protein_coding	HVO_2409	416	CopG family transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	CopG family transcriptional regulator(HVO_RS16300)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated,GO:0010045~response to nickel cation		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0016151~nickel cation binding	IPR002145:Ribbon-helix-helix protein, copG,IPR010985:Ribbon-helix-helix,IPR013321:Arc-type ribbon-helix-helix,IPR014864:Transcription factor, NikR, nickel binding C-terminal,IPR022988:Nickel-responsive transcriptional regulator NikR		HVO_RS16300	PF01402:Ribbon-helix-helix protein, copG family,PF08753:NikR C terminal nickel binding domain			Complete proteome,DNA-binding,Metal-binding,Nickel,Reference proteome,Transcription,Transcription regulation,	COG0864K	arCOG01008	Chromosome
HVO_RS16305	8926410	lcl|NC_013967.1_cds_WP_004042299.1_3383	NC_013967.1	gene	2276649	2279081	-	3423	Gene	protein_coding	HVO_2410	2432	DUF2309 domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16305)	Haloferax volcanii DS2					IPR018752:Uncharacterised protein family UPF0753		HVO_RS16305	PF10070:Uncharacterized protein conserved in bacteria (DUF2309)			Complete proteome,Reference proteome,	COG3002S	arCOG04520	Chromosome
HVO_RS16310	8924296	lcl|NC_013967.1_cds_WP_004042300.1_3384	NC_013967.1	gene	2279071	2280555	-	3424	Gene	protein_coding	HVO_2411	1484	oxidoreductase			mrpD2	Metabolism	Energy metabolism	00190 Oxidative phosphorylation 	[PATH:hvo00190]	phaA; pH adaptation potassium efflux system protein A (sodium-potassium/hydrogen antiporter subunit A)	K05577	ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3]	K05577: phaA; pH adaptation potassium efflux system protein A (sodium-potassium/hydrogen antiporter subunit A)	oxidoreductase(HVO_RS16310)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR001516:NADH:ubiquinone oxidoreductase, chain 5/L, N-terminal,IPR001750:NADH:ubiquinone/plastoquinone oxidoreductase	hvo00190:Oxidative phosphorylation,hvo01100:Metabolic pathways	HVO_RS16310	PF00361:NADH-Ubiquinone/plastoquinone (complex I), various chains,PF00662:NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG1009CP	arCOG01542	Chromosome
HVO_RS16315	8925160	lcl|NC_013967.1_cds_WP_004042301.1_3385	NC_013967.1	gene	2280933	2281418	-	3425	Gene	protein_coding	HVO_2412	485	transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	transcriptional regulator(HVO_RS16315)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019885:Transcription regulator HTH, AsnC-type, conserved site,IPR019888:Transcription regulator AsnC-type		HVO_RS16315			SM00344:HTH_ASNC	Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,	COG1522K	arCOG01582	Chromosome
