ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8926605	transcriptional regulator(HVO_RS13130)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR001845:HTH ArsR-type DNA-binding domain,IPR011017:TRASH domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019885:Transcription regulator HTH, AsnC-type, conserved site,IPR019888:Transcription regulator AsnC-type		HVO_RS13130	PF13404:AsnC-type helix-turn-helix domain		SM00344:HTH_ASNC,SM00418:HTH_ARSR,SM00746:TRASH	Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,
8925229	transcriptional regulator(HVO_RS13195)	Haloferax volcanii DS2				GO:0003700~transcription factor activity, sequence-specific DNA binding	IPR001845:HTH ArsR-type DNA-binding domain,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS13195	PF01022:Bacterial regulatory protein, arsR family		SM00418:HTH_ARSR	Complete proteome,Reference proteome,
8923975	transcriptional regulator(HVO_RS13310)	Haloferax volcanii DS2			GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011008:Dimeric alpha-beta barrel,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019887:Transcription regulator AsnC-type, C-terminal,IPR019888:Transcription regulator AsnC-type		HVO_RS13310	PF01037:AsnC family		SM00344:HTH_ASNC	Complete proteome,Reference proteome,
8926241	transcriptional regulator(HVO_RS14315)	Haloferax volcanii DS2				GO:0003700~transcription factor activity, sequence-specific DNA binding	IPR001845:HTH ArsR-type DNA-binding domain,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS14315	PF01022:Bacterial regulatory protein, arsR family			Complete proteome,Reference proteome,
8924866	transcriptional regulator(HVO_RS14485)	Haloferax volcanii DS2					IPR002831:Transcription regulator TrmB, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR021586:Transcription regulator TrmB, C-terminal		HVO_RS14485	PF01978:Sugar-specific transcriptional regulator TrmB,PF11495:Archaeal transcriptional regulator TrmB			Complete proteome,Reference proteome,
8924093	transcriptional regulator(HVO_RS14760)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR005471:Transcription regulator IclR, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR014757:Transcription regulator IclR, C-terminal		HVO_RS14760	PF01614:Bacterial transcriptional regulator,PF09339:IclR helix-turn-helix domain		SM00346:HTH_ICLR	Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,
8926787	transcriptional regulator(HVO_RS14935)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding	IPR001845:HTH ArsR-type DNA-binding domain,IPR005471:Transcription regulator IclR, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR014757:Transcription regulator IclR, C-terminal		HVO_RS14935	PF01022:Bacterial regulatory protein, arsR family,PF01614:Bacterial transcriptional regulator		SM00346:HTH_ICLR,SM00418:HTH_ARSR	Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,
8924619	transcriptional regulator(HVO_RS15045)	Haloferax volcanii DS2							HVO_RS15045,
8925831	transcriptional regulator(HVO_RS15345)	Haloferax volcanii DS2							HVO_RS15345,
8926356	transcriptional regulator(HVO_RS15450)	Haloferax volcanii DS2							HVO_RS15450,
8924668	transcriptional regulator(HVO_RS15575)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS15575				Complete proteome,Reference proteome,
8926203	transcriptional regulator(HVO_RS15970)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR011075:Tetracycline transcriptional regulator, TetR-related, C-terminal,IPR015893:Tetracycline transcriptional regulator, TetR-like, C-terminal		HVO_RS15970	PF00440:Bacterial regulatory proteins, tetR family			Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,
8923883	transcriptional regulator(HVO_RS15985)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS15985	PF12840:Helix-turn-helix domain			Complete proteome,Reference proteome,
8926670	transcriptional regulator(HVO_RS16010)	Haloferax volcanii DS2					IPR002831:Transcription regulator TrmB, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS16010	PF01978:Sugar-specific transcriptional regulator TrmB			Coiled coil,Complete proteome,Reference proteome,
8925160	transcriptional regulator(HVO_RS16315)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019885:Transcription regulator HTH, AsnC-type, conserved site,IPR019888:Transcription regulator AsnC-type		HVO_RS16315			SM00344:HTH_ASNC	Complete proteome,DNA-binding,Reference proteome,Transcription,Transcription regulation,
8925707	transcriptional regulator(HVO_RS16830)	Haloferax volcanii DS2				GO:0003700~transcription factor activity, sequence-specific DNA binding	IPR001845:HTH ArsR-type DNA-binding domain,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS16830	PF01022:Bacterial regulatory protein, arsR family		SM00418:HTH_ARSR	Complete proteome,Reference proteome,
8925101	transcriptional regulator(HVO_RS17650)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS17650				Complete proteome,Reference proteome,
8925743	transcriptional regulator(HVO_RS17835)	Haloferax volcanii DS2				GO:0043565~sequence-specific DNA binding	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain		HVO_RS17835			SM00530:HTH_XRE	Complete proteome,Reference proteome,
8923923	transcriptional regulator(HVO_RS18395)	Haloferax volcanii DS2					IPR002831:Transcription regulator TrmB, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS18395	PF01978:Sugar-specific transcriptional regulator TrmB			Complete proteome,Reference proteome,
8926392	transcriptional regulator(HVO_RS18430)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS18430	PF12840:Helix-turn-helix domain			Complete proteome,Reference proteome,
8926862	transcriptional regulator(HVO_RS18865)	Haloferax volcanii DS2					IPR007050:Transcription regulator HTH, bacterioopsin		HVO_RS18865	PF04967:HTH DNA binding domain			Complete proteome,Reference proteome,
8926111	transcriptional regulator(HVO_RS19025)	Haloferax volcanii DS2				GO:0043565~sequence-specific DNA binding	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain		HVO_RS19025	PF01381:Helix-turn-helix		SM00530:HTH_XRE	Complete proteome,Reference proteome,
8924900	transcriptional regulator(HVO_RS19070)	Haloferax volcanii DS2					IPR002831:Transcription regulator TrmB, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS19070	PF01978:Sugar-specific transcriptional regulator TrmB			Complete proteome,Reference proteome,
8924387	transducer protein HemAT(HVO_RS10110)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016020~membrane	GO:0004871~signal transducer activity,GO:0019825~oxygen binding,GO:0020037~heme binding	IPR000727:Target SNARE coiled-coil domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR009050:Globin-like,IPR012292:Globin, structural domain		HVO_RS10110	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain		SM00283:MA	Coiled coil,Complete proteome,Reference proteome,
8926572	transducer protein HemAT(HVO_RS11865)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016020~membrane	GO:0004871~signal transducer activity,GO:0019825~oxygen binding,GO:0020037~heme binding	IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR009050:Globin-like,IPR012292:Globin, structural domain		HVO_RS11865	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain		SM00283:MA	Coiled coil,Complete proteome,Reference proteome,
8924019	transducer protein Htr36(HVO_RS15355)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016021~integral component of membrane	GO:0004871~signal transducer activity	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor	hvo02020:Two-component system,hvo02030:Bacterial chemotaxis	HVO_RS15355	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain,PF00672:HAMP domain		SM00283:MA,SM00304:HAMP	Coiled coil,Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8925733	transducer protein Htr37(HVO_RS16570)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016021~integral component of membrane	GO:0004871~signal transducer activity	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor		HVO_RS16570	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain,PF00672:HAMP domain		SM00283:MA,SM00304:HAMP	Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8925292	transducer protein Htr8(HVO_RS13255)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016021~integral component of membrane	GO:0004871~signal transducer activity	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor		HVO_RS13255	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain		SM00283:MA,SM00304:HAMP	Coiled coil,Complete proteome,Membrane,Transmembrane,Transmembrane helix,
8924507	transducer protein MpcT(HVO_RS06715)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016021~integral component of membrane	GO:0004871~signal transducer activity	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor		HVO_RS06715	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain,PF00672:HAMP domain		SM00283:MA,SM00304:HAMP	Coiled coil,Complete proteome,Reference proteome,
8925227	transducer protein htr15(HVO_RS07370)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated,GO:0006935~chemotaxis	GO:0016020~membrane	GO:0004871~signal transducer activity	IPR000014:PAS domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR013767:PAS fold	hvo02020:Two-component system,hvo02030:Bacterial chemotaxis	HVO_RS07370	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain,PF00989:PAS fold		SM00091:PAS,SM00283:MA	Complete proteome,Reference proteome,
8924007	transducer protein htr15(HVO_RS19245)	Haloferax volcanii DS2		GO:0006935~chemotaxis	GO:0016021~integral component of membrane	GO:0004871~signal transducer activity	IPR000014:PAS domain,IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR013656:PAS fold-4		HVO_RS19245	PF00015:Methyl-accepting chemotaxis protein (MCP) signalling domain,PF08448:PAS fold		SM00283:MA	Complete proteome,Reference proteome,
8924135	transfer complex protein(HVO_RS15665)	Haloferax volcanii DS2					IPR002789:Domain of unknown function DUF87,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS15665	PF01935:Domain of unknown function DUF87			Complete proteome,Reference proteome,
8926941	transfer complex protein(HVO_RS19420)	Haloferax volcanii DS2					IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS19420				Complete proteome,Plasmid,Reference proteome,
8923411	transferase(HVO_RS02810)	Haloferax volcanii DS2				GO:0016740~transferase activity	IPR001451:Bacterial transferase hexapeptide repeat,IPR011004:Trimeric LpxA-like,IPR018357:Hexapeptide transferase, conserved site		HVO_RS02810	PF00132:Bacterial transferase hexapeptide (six repeats)			Complete proteome,Plasmid,Reference proteome,Transferase,
8924059	transglutaminase(HVO_RS14020)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR002931:Transglutaminase-like,IPR025403:Domain of unknown function DUF4129		HVO_RS14020	PF01841:Transglutaminase-like superfamily,PF13559:Domain of unknown function (DUF4129)		SM00460:TGc	Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8923977	translation initiation factor 1A(HVO_RS05360)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR001253:Translation initiation factor 1A (eIF-1A),IPR006196:RNA-binding domain, S1, IF1 type,IPR012340:Nucleic acid-binding, OB-fold,IPR018104:Translation initiation factor 1A (eIF-1A), conserved site		HVO_RS05360	PF01176:Translation initiation factor 1A / IF-1		SM00652:eIF1a	Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,
8925265	translation initiation factor 2(HVO_RS13970)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity,GO:0016787~hydrolase activity	IPR000086:NUDIX hydrolase domain,IPR000649:Initiation factor 2B-related,IPR015797:NUDIX hydrolase domain-like,IPR027363:Methylthioribose-1-phosphate isomerase-like, N-terminal domain		HVO_RS13970	PF00293:NUDIX domain,PF01008:Initiation factor 2 subunit family			Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,
8924733	translation initiation factor IF-2 subunit alpha(HVO_RS08060)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR003029:Ribosomal protein S1, RNA-binding domain,IPR011488:Translation initiation factor 2, alpha subunit,IPR012340:Nucleic acid-binding, OB-fold,IPR022964:Translation initiation factor 2, alpha subunit, archaeal,IPR022967:RNA-binding domain, S1,IPR024054:Translation initiation factor 2, alpha subunit, middle domain,IPR024055:Translation initiation factor 2, alpha subunit, C-terminal		HVO_RS08060	PF00575:S1 RNA binding domain,PF07541:Eukaryotic translation initiation factor 2 alpha subunit		SM00316:SM00316	Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,RNA-binding,
8926343	translation initiation factor IF-2 subunit beta(HVO_RS12765)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR002735:Translation initiation factor IF2/IF5,IPR016189:Translation initiation factor IF2/IF5, N-terminal,IPR016190:Translation initiation factor IF2/IF5, zinc-binding		HVO_RS12765	PF01873:Domain found in IF2B/IF5		SM00653:eIF2B_5	Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,
8925408	translation initiation factor IF-2 subunit gamma(HVO_RS13820)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity,GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding	IPR000795:Elongation factor, GTP-binding domain,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR015256:Translation initiation factor 2, gamma subunit, C-terminal,IPR022424:Translation initiation factor 2, gamma subunit,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS13820	PF03144:Elongation factor Tu domain 2,PF09173:Initiation factor eIF2 gamma, C terminal			Complete proteome,GTP-binding,Initiation factor,Nucleotide-binding,Protein biosynthesis,Reference proteome,
8924845	translation initiation factor IF-2(HVO_RS14115)	Haloferax volcanii DS2			GO:0005622~intracellular	GO:0003743~translation initiation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding	IPR000795:Elongation factor, GTP-binding domain,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004544:Translation initiation factor aIF-2, archaea,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR023115:Translation initiation factor IF- 2, domain 3,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS14115	PF03144:Elongation factor Tu domain 2,PF11987:Translation-initiation factor 2,PF14578:Elongation factor Tu domain 4			Complete proteome,GTP-binding,Initiation factor,Nucleotide-binding,Protein biosynthesis,Reference proteome,
8924788	translation initiation factor IF-2(HVO_RS15480)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR002735:Translation initiation factor IF2/IF5,IPR002792:TRAM domain,IPR012340:Nucleic acid-binding, OB-fold,IPR016189:Translation initiation factor IF2/IF5, N-terminal,IPR016190:Translation initiation factor IF2/IF5, zinc-binding		HVO_RS15480	PF01873:Domain found in IF2B/IF5,PF01938:TRAM domain		SM00653:eIF2B_5	Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,
8926217	translation initiation factor IF-5A(HVO_RS15770)	Haloferax volcanii DS2		GO:0006452~translational frameshifting,GO:0045901~positive regulation of translational elongation,GO:0045905~positive regulation of translational termination	GO:0005737~cytoplasm	GO:0003743~translation initiation factor activity,GO:0003746~translation elongation factor activity,GO:0043022~ribosome binding	IPR001884:Translation elongation factor IF5A,IPR008991:Translation protein SH3-like domain,IPR012340:Nucleic acid-binding, OB-fold,IPR014722:Ribosomal protein L2 domain 2,IPR019769:Translation elongation factor, IF5A, hypusine site,IPR020189:Translation elongation factor, IF5A C-terminal,IPR022847:Translation elongation factor IF5A, archaeal		HVO_RS15770		PIRSF003025:translation initiation factor eIF-5A	SM01376:SM01376	Complete proteome,Cytoplasm,Hypusine,Initiation factor,Protein biosynthesis,Reference proteome,
8926328	translation initiation factor IF-6(HVO_RS05260)	Haloferax volcanii DS2		GO:0042256~mature ribosome assembly		GO:0003743~translation initiation factor activity,GO:0043022~ribosome binding	IPR002769:Translation initiation factor IF6		HVO_RS05260	PF01912:eIF-6 family	PIRSF006413:translation initiation factor 6	SM00654:eIF6	Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,
8923716	translation initiation factor aIF-1A(HVO_RS04705)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR001253:Translation initiation factor 1A (eIF-1A),IPR006196:RNA-binding domain, S1, IF1 type,IPR012340:Nucleic acid-binding, OB-fold,IPR018104:Translation initiation factor 1A (eIF-1A), conserved site		HVO_RS04705	PF01176:Translation initiation factor 1A / IF-1		SM00652:eIF1a	Complete proteome,Initiation factor,Protein biosynthesis,
8919309	translation initiation factor(HVO_RS01375)	Haloferax volcanii DS2				GO:0003743~translation initiation factor activity	IPR001950:Translation initiation factor SUI1,IPR005872:Archaeal/bacterial translation initiation factor SUI1		HVO_RS01375	PF01253:Translation initiation factor SUI1			Complete proteome,Initiation factor,Plasmid,Protein biosynthesis,Reference proteome,
8926685	translation initiation factor(HVO_RS14035)	Haloferax volcanii DS2		GO:0006417~regulation of translation		GO:0003743~translation initiation factor activity	IPR001950:Translation initiation factor SUI1,IPR005872:Archaeal/bacterial translation initiation factor SUI1,IPR022851:Translation factor SUI1 homolog, archaea		HVO_RS14035	PF01253:Translation initiation factor SUI1	PIRSF037511:translation initiation factor 1, prokaryotic type		Complete proteome,Initiation factor,Protein biosynthesis,Reference proteome,Translation regulation,
8924055	translation-associated GTPase(HVO_RS18885)	Haloferax volcanii DS2				GO:0005525~GTP binding	IPR004095:TGS,IPR006073:GTP binding domain,IPR012676:TGS-like,IPR013646:GTPase of unknown function C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS18885	PF01926:50S ribosome-binding GTPase,PF02824:TGS domain,PF08438:GTPase of unknown function C-terminal			Complete proteome,Reference proteome,
8926714	translation-associated GTPase(ychF)	Haloferax volcanii DS2				GO:0005525~GTP binding	IPR004095:TGS,IPR006073:GTP binding domain,IPR012676:TGS-like,IPR013646:GTPase of unknown function C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase			PF01926:50S ribosome-binding GTPase,PF02824:TGS domain,PF08438:GTPase of unknown function C-terminal			Complete proteome,Reference proteome,
8925764	transporter(HVO_RS12945)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR000620:Drug/metabolite transporter		HVO_RS12945	PF00892:EamA-like transporter family			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8926231	transporter(HVO_RS15385)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR002657:Bile acid:sodium symporter		HVO_RS15385	PF01758:Sodium Bile acid symporter family			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8925738	transporter(HVO_RS16480)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR000620:Drug/metabolite transporter		HVO_RS16480	PF00892:EamA-like transporter family			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8919260	transposase(HVO_RS00765)	Haloferax volcanii DS2		GO:0006313~transposition, DNA-mediated		GO:0003677~DNA binding,GO:0004803~transposase activity	IPR002559:Transposase, IS4-like,IPR012337:Ribonuclease H-like domain		HVO_RS00765	PF01609:Transposase DDE domain			Complete proteome,Plasmid,Reference proteome,
8919128	transposase(HVO_RS01185)	Haloferax volcanii DS2					IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS01185	PF07282:Putative transposase DNA-binding domain			Complete proteome,Plasmid,Reference proteome,
8923557	transposase(HVO_RS01900)	Haloferax volcanii DS2					IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS01900	PF07282:Putative transposase DNA-binding domain			Complete proteome,Plasmid,Reference proteome,
8923663	transposase(HVO_RS01940)	Haloferax volcanii DS2					IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS01940	PF07282:Putative transposase DNA-binding domain			Complete proteome,Plasmid,Reference proteome,
8923305	transposase(HVO_RS02175)	Haloferax volcanii DS2					IPR001959:Transposase, probable, IS891/IS1136/IS1341,IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS02175	PF01385:Probable transposase,PF07282:Putative transposase DNA-binding domain			Complete proteome,Plasmid,Reference proteome,
8923369	transposase(HVO_RS02340)	Haloferax volcanii DS2				GO:0003677~DNA binding	IPR009057:Homeodomain-like,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR025959:Winged helix-turn helix domain		HVO_RS02340	PF13592:Winged helix-turn helix			Complete proteome,Plasmid,Reference proteome,
8923409	transposase(HVO_RS03655)	Haloferax volcanii DS2				GO:0003677~DNA binding	IPR009057:Homeodomain-like,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR025959:Winged helix-turn helix domain		HVO_RS03655	PF13592:Winged helix-turn helix			Complete proteome,Plasmid,Reference proteome,
8924531	transposase(HVO_RS08840)	Haloferax volcanii DS2		GO:0006313~transposition, DNA-mediated		GO:0003677~DNA binding,GO:0004803~transposase activity	IPR002559:Transposase, IS4-like		HVO_RS08840	PF01609:Transposase DDE domain			Complete proteome,Reference proteome,
8926333	transposase(HVO_RS14680)	Haloferax volcanii DS2					IPR001959:Transposase, probable, IS891/IS1136/IS1341,IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS14680	PF01385:Probable transposase,PF07282:Putative transposase DNA-binding domain			Complete proteome,Reference proteome,
8925900	transposase(HVO_RS16425)	Haloferax volcanii DS2					IPR001959:Transposase, probable, IS891/IS1136/IS1341,IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS16425	PF01385:Probable transposase,PF07282:Putative transposase DNA-binding domain			Complete proteome,Reference proteome,
8919265	trehalose utilization protein ThuA(HVO_RS01690)	Haloferax volcanii DS2					IPR009381:Trehalose catabolism protein, ThuA, prokaryote		HVO_RS01690	PF06283:Trehalose utilisation	PIRSF030013:trehalose/palatinose utilization protein, ThuA/PalA type		Complete proteome,Plasmid,Reference proteome,
8923438	trehalose utilization protein ThuA(HVO_RS03055)	Haloferax volcanii DS2					IPR009381:Trehalose catabolism protein, ThuA, prokaryote		HVO_RS03055	PF06283:Trehalose utilisation	PIRSF030013:trehalose/palatinose utilization protein, ThuA/PalA type		Complete proteome,
8925386	trehalose utilization protein ThuA(HVO_RS11740)	Haloferax volcanii DS2					IPR009381:Trehalose catabolism protein, ThuA, prokaryote		HVO_RS11740	PF06283:Trehalose utilisation	PIRSF030013:trehalose/palatinose utilization protein, ThuA/PalA type		Complete proteome,Reference proteome,
8925962	triose-phosphate isomerase(HVO_RS10960)	Haloferax volcanii DS2	5.3.1.1	GO:0006094~gluconeogenesis,GO:0006096~glycolytic process,GO:0006098~pentose-phosphate shunt	GO:0005737~cytoplasm	GO:0004807~triose-phosphate isomerase activity	IPR000652:Triosephosphate isomerase,IPR013785:Aldolase-type TIM barrel,IPR022891:Triosephosphate isomerase, archaeal	hvo00010:Glycolysis / Gluconeogenesis,hvo00051:Fructose and mannose metabolism,hvo00562:Inositol phosphate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS10960	PF00121:Triosephosphate isomerase			Complete proteome,Cytoplasm,Gluconeogenesis,Glycolysis,Isomerase,Pentose shunt,Reference proteome,
8926600	triose-phosphate isomerase(HVO_RS14815)	Haloferax volcanii DS2	5.3.1.1	GO:0008152~metabolic process		GO:0004807~triose-phosphate isomerase activity	IPR000652:Triosephosphate isomerase,IPR013785:Aldolase-type TIM barrel	hvo00010:Glycolysis / Gluconeogenesis,hvo00051:Fructose and mannose metabolism,hvo00562:Inositol phosphate metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS14815	PF00121:Triosephosphate isomerase			Complete proteome,Isomerase,Reference proteome,
8926750	triphosphoribosyl-dephospho-CoA synthase(HVO_RS16645)	Haloferax volcanii DS2	2.4.2.52	GO:0016310~phosphorylation		GO:0005524~ATP binding,GO:0016757~transferase activity, transferring glycosyl groups,GO:0046917~triphosphoribosyl-dephospho-CoA synthase activity	IPR002736:Triphosphoribosyl-dephospho-CoA protein	hvo02020:Two-component system	HVO_RS16645	PF01874:ATP:dephospho-CoA triphosphoribosyl transferase 			Complete proteome,Glycosyltransferase,Reference proteome,Transferase,
8924299	tryptophan synthase subunit alpha(HVO_RS08485)	Haloferax volcanii DS2	4.2.1.20	GO:0008652~cellular amino acid biosynthetic process		GO:0004834~tryptophan synthase activity	IPR002028:Tryptophan synthase, alpha chain,IPR011060:Ribulose-phosphate binding barrel,IPR013785:Aldolase-type TIM barrel,IPR018204:Tryptophan synthase, alpha chain, active site	hvo00260:Glycine, serine and threonine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01230:Biosynthesis of amino acids	HVO_RS08485	PF00290:Tryptophan synthase alpha chain			Amino-acid biosynthesis,Aromatic amino acid biosynthesis,Complete proteome,Lyase,Reference proteome,Tryptophan biosynthesis,
